"Final_EA_code","interview__id","initiative_id","s4qq01","s4qq02"
"107302030503","0aee3535b7234e049787609e8776fee8",17,2,2
"107302030503","0aee3535b7234e049787609e8776fee8",18,1,1
"107302030503","0aee3535b7234e049787609e8776fee8",19,2,2
"107302030503","0aee3535b7234e049787609e8776fee8",20,2,2
"117202080201","0b08b47250b441e9a1cef5e119453e39",1,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",2,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",3,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",4,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",5,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",6,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",7,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",8,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",9,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",10,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",11,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",12,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",13,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",14,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",15,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",16,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",17,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",18,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",19,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",20,,
"204203010514","0c7be6801de643efa91970a69114cead",1,1,1
"204203010514","0c7be6801de643efa91970a69114cead",2,2,2
"204203010514","0c7be6801de643efa91970a69114cead",3,2,2
"204203010514","0c7be6801de643efa91970a69114cead",4,2,2
"204203010514","0c7be6801de643efa91970a69114cead",5,2,2
"204203010514","0c7be6801de643efa91970a69114cead",6,2,2
"204203010514","0c7be6801de643efa91970a69114cead",7,2,2
"204203010514","0c7be6801de643efa91970a69114cead",8,1,2
"204203010514","0c7be6801de643efa91970a69114cead",9,2,2
"204203010514","0c7be6801de643efa91970a69114cead",10,2,2
"204203010514","0c7be6801de643efa91970a69114cead",11,1,1
"204203010514","0c7be6801de643efa91970a69114cead",12,2,2
"204203010514","0c7be6801de643efa91970a69114cead",13,2,2
"204203010514","0c7be6801de643efa91970a69114cead",14,1,1
"204203010514","0c7be6801de643efa91970a69114cead",15,2,2
"204203010514","0c7be6801de643efa91970a69114cead",16,2,2
"204203010514","0c7be6801de643efa91970a69114cead",17,2,2
"204203010514","0c7be6801de643efa91970a69114cead",18,2,2
"204203010514","0c7be6801de643efa91970a69114cead",19,2,2
"204203010514","0c7be6801de643efa91970a69114cead",20,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",1,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",2,1,1
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",3,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",4,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",5,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",6,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",7,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",8,1,1
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",9,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",10,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",11,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",12,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",13,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",14,1,1
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",15,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",16,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",17,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",18,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",19,2,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",20,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",1,1,1
"118101041020","0d35d167e05a48cabed55225424424cf",2,1,1
"118101041020","0d35d167e05a48cabed55225424424cf",3,1,1
"118101041020","0d35d167e05a48cabed55225424424cf",4,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",5,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",6,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",7,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",8,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",9,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",10,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",11,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",12,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",13,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",14,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",15,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",16,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",17,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",18,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",19,2,2
"118101041020","0d35d167e05a48cabed55225424424cf",20,2,2
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",1,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",2,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",3,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",4,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",5,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",6,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",7,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",8,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",9,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",10,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",11,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",12,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",13,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",14,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",15,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",16,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",17,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",18,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",19,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",20,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",1,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",2,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",3,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",4,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",5,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",6,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",7,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",8,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",9,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",10,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",11,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",12,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",13,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",14,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",15,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",16,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",17,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",18,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",19,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",20,,
"113105050532","103ae2d40d654ba6ae6314c148087521",1,,
"113105050532","103ae2d40d654ba6ae6314c148087521",2,,
"113105050532","103ae2d40d654ba6ae6314c148087521",3,,
"113105050532","103ae2d40d654ba6ae6314c148087521",4,,
"113105050532","103ae2d40d654ba6ae6314c148087521",5,,
"113105050532","103ae2d40d654ba6ae6314c148087521",6,,
"113105050532","103ae2d40d654ba6ae6314c148087521",7,,
"113105050532","103ae2d40d654ba6ae6314c148087521",8,,
"113105050532","103ae2d40d654ba6ae6314c148087521",9,,
"113105050532","103ae2d40d654ba6ae6314c148087521",10,,
"113105050532","103ae2d40d654ba6ae6314c148087521",11,,
"113105050532","103ae2d40d654ba6ae6314c148087521",12,,
"113105050532","103ae2d40d654ba6ae6314c148087521",13,,
"113105050532","103ae2d40d654ba6ae6314c148087521",14,,
"113105050532","103ae2d40d654ba6ae6314c148087521",15,,
"113105050532","103ae2d40d654ba6ae6314c148087521",16,,
"113105050532","103ae2d40d654ba6ae6314c148087521",17,,
"113105050532","103ae2d40d654ba6ae6314c148087521",18,,
"113105050532","103ae2d40d654ba6ae6314c148087521",19,,
"113105050532","103ae2d40d654ba6ae6314c148087521",20,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",1,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",2,1,1
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",3,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",4,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",5,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",6,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",7,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",8,1,1
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",9,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",10,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",11,1,1
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",12,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",13,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",14,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",15,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",16,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",17,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",18,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",19,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",20,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",1,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",2,1,1
"232101040606","1058921f8e3e4719beb3f8c64572daf1",3,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",4,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",5,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",6,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",7,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",8,1,1
"232101040606","1058921f8e3e4719beb3f8c64572daf1",9,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",10,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",11,1,1
"232101040606","1058921f8e3e4719beb3f8c64572daf1",12,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",13,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",14,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",15,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",16,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",17,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",18,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",19,2,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",20,2,2
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",1,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",2,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",3,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",4,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",5,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",6,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",7,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",8,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",9,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",10,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",11,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",12,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",13,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",14,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",15,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",16,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",17,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",18,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",19,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",20,,
"308102060619","1124288a21f7429c8e9307a11291b298",1,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",2,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",3,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",4,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",5,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",6,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",7,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",8,1,1
"308102060619","1124288a21f7429c8e9307a11291b298",9,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",10,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",11,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",12,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",13,1,1
"308102060619","1124288a21f7429c8e9307a11291b298",14,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",15,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",16,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",17,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",18,1,1
"308102060619","1124288a21f7429c8e9307a11291b298",19,2,2
"308102060619","1124288a21f7429c8e9307a11291b298",20,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",1,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",2,1,1
"327106020513","11324295e37b4bd8b91976e0d5e61df7",3,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",4,1,1
"327106020513","11324295e37b4bd8b91976e0d5e61df7",5,1,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",6,1,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",7,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",8,1,1
"327106020513","11324295e37b4bd8b91976e0d5e61df7",9,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",10,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",11,1,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",12,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",13,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",14,1,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",15,1,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",16,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",17,1,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",18,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",19,2,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",20,2,2
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",1,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",2,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",3,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",4,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",5,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",6,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",7,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",8,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",9,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",10,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",11,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",12,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",13,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",14,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",15,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",16,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",17,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",18,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",19,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",20,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",1,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",2,1,1
"219103170202","14b0a6db23fb42a683d40499e0651e1a",3,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",4,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",5,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",6,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",7,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",8,1,1
"219103170202","14b0a6db23fb42a683d40499e0651e1a",9,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",10,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",11,1,1
"219103170202","14b0a6db23fb42a683d40499e0651e1a",12,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",13,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",14,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",15,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",16,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",17,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",18,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",19,2,2
"219103170202","14b0a6db23fb42a683d40499e0651e1a",20,2,2
"115202070303","14c013df40e448d49e47f95ceab9d37e",1,1,1
"115202070303","14c013df40e448d49e47f95ceab9d37e",2,1,1
"115202070303","14c013df40e448d49e47f95ceab9d37e",3,1,1
"115202070303","14c013df40e448d49e47f95ceab9d37e",4,2,2
"115202070303","14c013df40e448d49e47f95ceab9d37e",5,2,2
"115202070303","14c013df40e448d49e47f95ceab9d37e",6,2,2
"115202070303","14c013df40e448d49e47f95ceab9d37e",7,2,2
