"Final_EA_code","interview__id","Payment_id","s3q26","s3q27","s3q28","s3q29"
"107302030503","0aee3535b7234e049787609e8776fee8",6,2,,,
"107302030503","0aee3535b7234e049787609e8776fee8",12,2,,,
"107302030503","0aee3535b7234e049787609e8776fee8",8,2,,,
"107302030503","0aee3535b7234e049787609e8776fee8",10,2,,,
"107302030503","0aee3535b7234e049787609e8776fee8",11,2,,,
"107302030503","0aee3535b7234e049787609e8776fee8",2,2,,,
"107302030503","0aee3535b7234e049787609e8776fee8",5,2,,,
"107302030503","0aee3535b7234e049787609e8776fee8",0,,1,20000,2
"107302030503","0aee3535b7234e049787609e8776fee8",9,2,,,
"107302030503","0aee3535b7234e049787609e8776fee8",7,2,,,
"107302030503","0aee3535b7234e049787609e8776fee8",3,2,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",9,2,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",10,2,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",4,1,2,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",11,2,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",5,2,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",6,2,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",7,2,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",12,2,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",1,1,1,35000,2
"117202080201","0b08b47250b441e9a1cef5e119453e39",2,1,1,30000,4
"117202080201","0b08b47250b441e9a1cef5e119453e39",8,2,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",0,,2,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",3,2,,,
"204203010514","0c7be6801de643efa91970a69114cead",8,,,,
"204203010514","0c7be6801de643efa91970a69114cead",6,,,,
"204203010514","0c7be6801de643efa91970a69114cead",2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",11,,,,
"204203010514","0c7be6801de643efa91970a69114cead",4,,,,
"204203010514","0c7be6801de643efa91970a69114cead",10,,,,
"204203010514","0c7be6801de643efa91970a69114cead",3,,,,
"204203010514","0c7be6801de643efa91970a69114cead",7,,,,
"204203010514","0c7be6801de643efa91970a69114cead",0,,,,
"204203010514","0c7be6801de643efa91970a69114cead",12,,,,
"204203010514","0c7be6801de643efa91970a69114cead",1,,,,
"204203010514","0c7be6801de643efa91970a69114cead",9,,,,
"204203010514","0c7be6801de643efa91970a69114cead",5,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",0,,1,1500,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",10,1,1,1500,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",1,2,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",9,1,1,1000,2
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",12,2,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",2,2,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",4,1,2,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",6,2,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",3,2,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",8,2,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",11,2,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",7,2,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",5,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",5,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",9,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",10,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",6,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",12,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",4,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",1,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",8,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",7,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",11,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",2,2,,,
"118101041020","0d35d167e05a48cabed55225424424cf",0,,1,10000,2
"118101041020","0d35d167e05a48cabed55225424424cf",3,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",1,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",7,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",8,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",12,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",9,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",11,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",5,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",4,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",6,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",0,,1,181500,2
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",10,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",3,2,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",2,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",9,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",1,1,1,48000,2
"113105050532","103ae2d40d654ba6ae6314c148087521",8,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",4,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",12,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",10,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",11,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",2,1,1,25000,4
"113105050532","103ae2d40d654ba6ae6314c148087521",6,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",3,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",7,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",5,2,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",0,,1,40000,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",6,2,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",8,2,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",1,2,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",11,1,1,500,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",5,2,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",0,,1,5000,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",9,1,1,2000,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",12,2,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",3,2,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",4,2,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",10,1,1,2000,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",7,2,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",2,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",9,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",0,,1,3000,2
"232101040606","1058921f8e3e4719beb3f8c64572daf1",1,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",10,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",5,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",8,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",7,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",6,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",2,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",12,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",11,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",3,2,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",4,1,2,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",6,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",0,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",5,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",1,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",4,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",11,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",7,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",10,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",8,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",3,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",12,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",9,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",8,2,,,
"308102060619","1124288a21f7429c8e9307a11291b298",11,2,,,
"308102060619","1124288a21f7429c8e9307a11291b298",6,2,,,
"308102060619","1124288a21f7429c8e9307a11291b298",3,2,,,
"308102060619","1124288a21f7429c8e9307a11291b298",9,2,,,
"308102060619","1124288a21f7429c8e9307a11291b298",2,2,,,
"308102060619","1124288a21f7429c8e9307a11291b298",4,1,2,,
"308102060619","1124288a21f7429c8e9307a11291b298",5,2,,,
"308102060619","1124288a21f7429c8e9307a11291b298",12,2,,,
"308102060619","1124288a21f7429c8e9307a11291b298",10,2,,,
"308102060619","1124288a21f7429c8e9307a11291b298",1,1,2,,
"308102060619","1124288a21f7429c8e9307a11291b298",7,2,,,
"308102060619","1124288a21f7429c8e9307a11291b298",0,,1,30000,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",12,2,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",2,1,1,18000,96
"327106020513","11324295e37b4bd8b91976e0d5e61df7",8,2,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",3,1,2,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",9,1,1,3000,2
"327106020513","11324295e37b4bd8b91976e0d5e61df7",10,2,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",5,1,2,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",6,1,2,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",4,2,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",0,,1,3000,1
"327106020513","11324295e37b4bd8b91976e0d5e61df7",7,1,2,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",1,1,2,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",11,2,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",11,2,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",6,2,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",5,2,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",9,1,2,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",0,,1,5000,1
"219103170202","14b0a6db23fb42a683d40499e0651e1a",8,2,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",7,2,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",2,2,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",10,2,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",12,2,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",4,1,2,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",1,2,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",3,2,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",12,2,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",3,2,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",9,2,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",11,2,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",2,1,1,19000,4
"115202070303","14c013df40e448d49e47f95ceab9d37e",0,,1,12000,2
"115202070303","14c013df40e448d49e47f95ceab9d37e",6,2,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",8,2,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",4,2,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",7,2,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",1,1,1,4200,2
"115202070303","14c013df40e448d49e47f95ceab9d37e",5,2,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",10,2,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",12,2,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",5,2,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",8,2,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",10,1,1,1500,1
"303404030404","1559b44962074f1fa1de10a1c4794e7f",1,2,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",9,1,1,2000,2
"303404030404","1559b44962074f1fa1de10a1c4794e7f",0,,1,2000,2
"303404030404","1559b44962074f1fa1de10a1c4794e7f",4,1,2,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",7,2,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",2,2,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",6,2,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",11,2,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",3,2,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",2,2,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",7,2,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",10,2,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",11,2,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",8,2,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",1,1,1,50000,2
"113105040201","15d825f70832453c8d77d9b0db1b716f",4,1,2,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",5,2,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",6,2,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",0,,2,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",3,2,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",12,2,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",9,2,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",3,2,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",4,1,2,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",7,2,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",8,2,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",0,,2,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",2,2,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",12,2,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",1,2,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",9,2,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",10,2,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",11,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",6,2,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",5,2,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",2,2,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",0,,1,2000,2
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",5,2,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",3,2,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",8,2,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",12,1,1,1000,2
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",1,1,1,6000,2
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",9,1,1,4000,2
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",7,2,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",11,1,1,6000,2
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",4,2,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",6,2,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",10,1,1,1000,2
"102104020313","179be7cbf9884e01833685dd902c2f22",10,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",0,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",8,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",12,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",3,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",6,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",4,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",1,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",9,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",5,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",11,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",7,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",11,2,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",0,,1,60000,2
"113604010110","17ad285d62d7499fa34b4a79740f73fd",10,2,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",2,1,1,30000,2
"113604010110","17ad285d62d7499fa34b4a79740f73fd",9,2,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",3,2,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",6,2,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",1,1,1,50000,2
"113604010110","17ad285d62d7499fa34b4a79740f73fd",8,2,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",7,2,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",4,1,2,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",12,2,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",5,2,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",12,2,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",8,2,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",6,2,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",9,2,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",1,1,1,6000,2
"221109050505","18cad48cbad4438ab7b9524abfdc566e",2,2,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",5,2,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",7,2,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",11,2,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",4,1,2,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",0,,2,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",10,2,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",3,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",7,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",10,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",5,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",6,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",12,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",2,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",8,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",9,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",4,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",0,,1,39700,2
"123110030105","19e17412e1bb4367904771f4b7d723b1",11,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",3,2,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",1,1,1,3500,2
"307108020605","1a7113db20214db7abccd7c463c86c4c",7,2,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",12,1,1,2000,2
"307108020605","1a7113db20214db7abccd7c463c86c4c",11,1,1,3000,2
"307108020605","1a7113db20214db7abccd7c463c86c4c",1,2,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",5,2,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",4,2,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",10,1,1,10000,2
"307108020605","1a7113db20214db7abccd7c463c86c4c",9,1,1,1000,2
"307108020605","1a7113db20214db7abccd7c463c86c4c",2,2,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",8,2,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",3,2,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",0,,1,8000,1
"307108020605","1a7113db20214db7abccd7c463c86c4c",6,2,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",2,2,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",11,2,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",5,2,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",8,2,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",6,2,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",12,2,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",3,2,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",7,2,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",10,2,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",4,1,2,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",0,,2,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",1,1,1,8000,2
"226105051005","1abf78b9247749bf82b6875f5fa2caac",9,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",10,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",8,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",3,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",7,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",0,,2,,
"415115040706","1b8cc2c217144817bece19f488026244",2,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",4,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",6,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",5,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",9,1,1,10000,2
"415115040706","1b8cc2c217144817bece19f488026244",12,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",11,2,,,
"415115040706","1b8cc2c217144817bece19f488026244",1,2,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",6,2,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",3,2,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",8,1,1,3000,2
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",7,2,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",5,2,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",0,,1,2000,2
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",1,2,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",11,1,1,4000,2
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",10,1,1,1000,1
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",9,1,1,1000,2
