"hhid","AGroup_ID","s8aq01","s8aq02","s8aq03","s8aq04","s8aq05","s8aq06a","s8aq06b"
"02fbc725a3074d0fa9debb7a02ba23fb",108,0,,,,,,
"02fbc725a3074d0fa9debb7a02ba23fb",107,0,,,,,,
"03003a6f1ccd4b1290629662229b5d83",107,3,1,0,,,,
"032de3aed1c34dd5840aba975a5a4468",108,0,,,,,,
"034a672611304ed3a91b8a062f4d4046",107,2,1.8,0,,,,
"0368af34cb614bae9ef98c927741984d",108,0,,,,,,
"0368af34cb614bae9ef98c927741984d",107,2,1,0,,,,
"03b2600846004af6ba212269261907a2",106,0,,,,,,
"03b2600846004af6ba212269261907a2",108,0,,,,,,
"03d9ca9332d545378b468a1883127d8b",107,3,1.25,0,,,,
"03d9ca9332d545378b468a1883127d8b",106,0,,,,,,
"03d9ca9332d545378b468a1883127d8b",108,0,,,,,,
"040b3ad7eb264e30acc111646f03422a",106,0,,,,,,
"040b3ad7eb264e30acc111646f03422a",107,0,,,,,,
"040b3ad7eb264e30acc111646f03422a",105,0,,,,,,
"044116a438c040a898ba43daf6bdc2ea",106,0,,,,,,
"044116a438c040a898ba43daf6bdc2ea",107,0,,,,,,
"0442775d8d424d59a433ab5940d510ca",105,0,,,,,,
"046067ad635647c5a02c03f1790df520",105,0,,,,,,
"046067ad635647c5a02c03f1790df520",107,1,1,0,,,,
"046067ad635647c5a02c03f1790df520",106,0,,,,,,
"0464b7af72994dea923644331716d84e",105,0,,,,,,
"0464b7af72994dea923644331716d84e",107,0,,,,,,
"0464b7af72994dea923644331716d84e",106,0,,,,,,
"0464b7af72994dea923644331716d84e",108,0,,,,,,
"0495834806fb40adb50e0fd619ef5094",107,1,2,0,,,,
"0495834806fb40adb50e0fd619ef5094",102,0,,,,,,
"0495834806fb40adb50e0fd619ef5094",101,0,,,,,,
"04b011de772e4ce08e33e461bb1741eb",106,0,,,,,,
"04b011de772e4ce08e33e461bb1741eb",107,0,,,,,,
"04b011de772e4ce08e33e461bb1741eb",101,0,,,,,,
"04b011de772e4ce08e33e461bb1741eb",105,0,,,,,,
"04bfccbfe0c64dfebc28097777937f16",106,0,,,,,,
"04c814d7b9cb4aa2b651aa2e31acf4e9",107,2,2,0,,,,
"04c814d7b9cb4aa2b651aa2e31acf4e9",106,0,,,,,,
"04d55903a5d448c3953d1d1ceda1084d",106,0,,,,,,
"04d55903a5d448c3953d1d1ceda1084d",107,0,,,,,,
"04ee28189feb42c6a75acb852661aef1",105,0,,,,,,
"04ee28189feb42c6a75acb852661aef1",108,0,,,,,,
"04ee28189feb42c6a75acb852661aef1",107,0,,,,,,
"051abf68db894b34a1ecfa22bd2a2509",107,0,,,,,,
"051abf68db894b34a1ecfa22bd2a2509",105,0,,,,,,
"051abf68db894b34a1ecfa22bd2a2509",106,0,,,,,,
"051abf68db894b34a1ecfa22bd2a2509",108,0,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",105,0,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",107,0,,,,,,
"054124cd4eff40ec97bf51a44fe4a93c",106,0,,,,,,
"05743465c6254f7baedf141b6381f400",107,0,,,,,,
"05863e44874d4d0bbe8abdc95d9249b2",107,0,,,,,,
"0586e2b9bcd24aa3bf31580492500327",107,0,,,,,,
"05b5aece409440ff8a1231a07558d979",107,1,1,0,,,,
"05cef9765f92473eb465b6dc4fac72a4",106,0,,,,,,
"05cef9765f92473eb465b6dc4fac72a4",105,0,,,,,,
"05cef9765f92473eb465b6dc4fac72a4",108,0,,,,,,
"0602eb95ac184ad3aa8fdba309f3f946",106,0,,,,,,
"0602eb95ac184ad3aa8fdba309f3f946",107,10,1,0,,,,
"0602eb95ac184ad3aa8fdba309f3f946",105,0,,,,,,
"06122c47fee6432f8b973b9ea525fe57",105,0,,,,,,
"06122c47fee6432f8b973b9ea525fe57",106,0,,,,,,
"06122c47fee6432f8b973b9ea525fe57",107,6,1.5,0,,,,
"061989138f624a46be5860a6f7e8934b",108,0,,,,,,
"061989138f624a46be5860a6f7e8934b",107,1,1,0,,,,
"061989138f624a46be5860a6f7e8934b",106,0,,,,,,
"06403dbe6bbd4f1e82d16fa705c51b73",106,0,,,,,,
"067f809da4ef44c8ab7ff3a16ee31672",106,1,15,0,,,,
"067f809da4ef44c8ab7ff3a16ee31672",105,0,,,,,,
"068c76ff148d44fcbb4ab89429adcb6c",101,0,,,,,,
"068c76ff148d44fcbb4ab89429adcb6c",105,0,,,,,,
"068c76ff148d44fcbb4ab89429adcb6c",107,1,1,0,,,,
"068c76ff148d44fcbb4ab89429adcb6c",108,0,,,,,,
"06a5f788e6b248dfa229a7cd68fcf706",105,0,,,,,,
"06a5f788e6b248dfa229a7cd68fcf706",106,0,,,,,,
"06b36c2c9668465ead2665345a45355a",107,3,1,0,,,,
"06b36c2c9668465ead2665345a45355a",105,0,,,,,,
"06b36c2c9668465ead2665345a45355a",106,0,,,,,,
"06ca2b010f7a4724a51adc2505df2e10",108,0,,,,,,
"072bede7173b42a9b15f6d873387591a",105,0,,,,,,
"072bede7173b42a9b15f6d873387591a",106,0,,,,,,
"07446a0d279c4168ae5f4a5aab842b4d",107,3,1.5,0,,,,
"07446a0d279c4168ae5f4a5aab842b4d",106,0,,,,,,
"078096ed82bd4b369317a5c4329d7dd8",106,0,,,,,,
"078096ed82bd4b369317a5c4329d7dd8",107,4,1.5,0,,,,
"079e6812fb50405bbe8cb744b5ef6afd",106,0,,,,,,
"079e6812fb50405bbe8cb744b5ef6afd",107,0,,,,,,
"07b346723489448b99ea7d75a5cd2458",107,0,,,,,,
"07b346723489448b99ea7d75a5cd2458",101,0,,,,,,
"07b5c28dd52642b69def9db9df074dc0",106,0,,,,,,
"07b5c28dd52642b69def9db9df074dc0",108,0,,,,,,
"07b5c28dd52642b69def9db9df074dc0",105,0,,,,,,
"07b5c28dd52642b69def9db9df074dc0",107,3,1,0,,,,
"07b6c4f12d054292b7b786ef2dd45835",107,3,1,0,,,,
"07b6c4f12d054292b7b786ef2dd45835",105,0,,,,,,
"07b6c4f12d054292b7b786ef2dd45835",106,0,,,,,,
"07cc9720213b487385812471bc510785",107,1,0.5,0,,,,
"0809936839be4f8b99293dee0663fc53",106,0,,,,,,
"082757b50eee4bc29551c3c3c30639da",101,0,,,,,,
"082757b50eee4bc29551c3c3c30639da",102,2,15,0,,,,
"0838ec2a8a6147e4936272a5b65b909c",107,0,,,,,,
"0860ea9bebf44de1ac82a1e0e866a570",105,0,,,,,,
"0860ea9bebf44de1ac82a1e0e866a570",107,0,,,,,,
"0860ea9bebf44de1ac82a1e0e866a570",106,0,,,,,,
"088d7d7eb37b4683b391bf34b48482d2",108,0,,,,,,
"088d7d7eb37b4683b391bf34b48482d2",107,2,2,0,,,,
"089f1c1e30d94938ad4a28294030f670",106,0,,,,,,
"089f1c1e30d94938ad4a28294030f670",105,0,,,,,,
"089f1c1e30d94938ad4a28294030f670",107,10,2,0,,,,
"08a622bfb26f4199bde601e058ccf58d",105,0,,,,,,
"08a622bfb26f4199bde601e058ccf58d",106,0,,,,,,
"08a622bfb26f4199bde601e058ccf58d",107,0,,,,,,
"08fecb64841f493c87c3c24f97d3b1f0",105,0,,,,,,
"08fecb64841f493c87c3c24f97d3b1f0",106,0,,,,,,
"090f972306904a6d8a21853b2415b8e6",105,0,,,,,,
"090f972306904a6d8a21853b2415b8e6",106,0,,,,,,
"091517b1a65147a7a3aa3b6c93500495",106,0,,,,,,
"091517b1a65147a7a3aa3b6c93500495",107,0,,,,,,
"091517b1a65147a7a3aa3b6c93500495",105,0,,,,,,
"091931736aa74c1c900335dad7a3f709",107,2,1,0,,,,
"093cbecd77b441179f3704a9d5bb4367",108,0,,,,,,
"093cbecd77b441179f3704a9d5bb4367",105,0,,,,,,
"093cbecd77b441179f3704a9d5bb4367",107,4,2,0,,,,
"09864be193f04de1a1c62f8e2e3fb3f5",106,0,,,,,,
"09c9f51b98214abca30f1cc1accd7cb9",105,0,,,,,,
"09c9f51b98214abca30f1cc1accd7cb9",106,0,,,,,,
"09c9f51b98214abca30f1cc1accd7cb9",107,8,1,0,,,,
"09f959c903de48f1a7656b5f988d01fe",108,0,,,,,,
"09f959c903de48f1a7656b5f988d01fe",106,0,,,,,,
"0aaa3c3864af4ed5976f59eea475f982",105,0,,,,,,
"0aaa3c3864af4ed5976f59eea475f982",106,0,,,,,,
"0aaa3c3864af4ed5976f59eea475f982",107,0,,,,,,
"0ab0754b5398494b863f05891f237892",106,0,,,,,,
"0ab0754b5398494b863f05891f237892",105,0,,,,,,
"0ab0754b5398494b863f05891f237892",107,2,2,0,,,,
"0af10a2d6b914d418b2b5b671d12d653",107,2,5,0,,,,
"0b3b982602d04173ad3b1e70959cbfd3",106,0,,,,,,
"0b3b982602d04173ad3b1e70959cbfd3",107,5,1,0,,,,
"0b5d1c5449044517bcce04bac511725e",107,0,,,,,,
"0b5d1c5449044517bcce04bac511725e",106,0,,,,,,
"0b5f5af0b2464b878ac5c214e294cf3b",105,0,,,,,,
"0b95a1e8ac1f432da2425f0e135e45c0",101,0,,,,,,
"0b95a1e8ac1f432da2425f0e135e45c0",102,0,,,,,,
"0ba00f819c6a456f90b6b9ddca903379",107,0,,,,,,
"0bc5ec21008a47488be5243e01553a26",107,0,,,,,,
"0bcc7f6fcdc64e7f925c80713a7d5db4",107,0,,,,,,
"0c22a7dbc0cb4cbea89c01a94b82c7e1",107,0,,,,,,
"0c4001e96413427da9ec508f97d215bc",106,0,,,,,,
"0c4a4cf0e7ea4067b33aaa955c36715f",106,0,,,,,,
"0c4a4cf0e7ea4067b33aaa955c36715f",107,0,,,,,,
"0c4a4cf0e7ea4067b33aaa955c36715f",105,0,,,,,,
"0c6412b6bb304caab71edeea852ef471",107,0,,,,,,
"0c6412b6bb304caab71edeea852ef471",101,0,,,,,,
"0ca9880b3e5a43ee9ec44c9863b2f236",105,0,,,,,,
"0cac75ed84684d18b700549a520c0f1f",107,0,,,,,,
"0cac75ed84684d18b700549a520c0f1f",106,0,,,,,,
"0cceefffc29f4817b783a8cd577393d7",107,0,,,,,,
"0cd035c06c3647fab7f198d760f73e98",105,0,,,,,,
"0cd035c06c3647fab7f198d760f73e98",106,7,20,0,,,,
"0cf5ba3c4a7e4b379ed786599920157c",108,0,,,,,,
"0cf5ba3c4a7e4b379ed786599920157c",106,0,,,,,,
"0cfefdeb042a4b39af8af9a6a53cadba",106,0,,,,,,
"0cfefdeb042a4b39af8af9a6a53cadba",108,0,,,,,,
"0cfefdeb042a4b39af8af9a6a53cadba",107,0,,,,,,
"0cfefdeb042a4b39af8af9a6a53cadba",101,0,,,,,,
"0d1155056d5a49f592537fdeea3284d3",107,5,1,0,,,,
"0d1155056d5a49f592537fdeea3284d3",105,0,,,,,,
"0d1155056d5a49f592537fdeea3284d3",106,0,,,,,,
"0d1423b6187b4666aab92778cd5e4050",105,0,,,,,,
"0d1423b6187b4666aab92778cd5e4050",106,0,,,,,,
"0d7289cae2764986bbda9ba03d3c2b5f",106,0,,,,,,
"0d7289cae2764986bbda9ba03d3c2b5f",101,0,,,,,,
"0d7289cae2764986bbda9ba03d3c2b5f",108,0,,,,,,
"0d9810cde32d470bbcea579035125672",106,0,,,,,,
"0dac56419262429c8f0ca39b7a7c55fc",106,0,,,,,,
"0dac56419262429c8f0ca39b7a7c55fc",101,0,,,,,,
"0dcf445c997649629cfe96bdbe03d028",105,0,,,,,,
"0dcf445c997649629cfe96bdbe03d028",107,20,0.5,0,,,,
"0dcf445c997649629cfe96bdbe03d028",106,0,,,,,,
"0df40545b17a4ed5942118afbcd884a6",105,0,,,,,,
"0df40545b17a4ed5942118afbcd884a6",106,0,,,,,,
"0df87c6cba494e029a4a6e846462b4e8",106,0,,,,,,
"0e0d592eae8546e29fa5672ad599d418",107,10,2,0,,,,
"0e0d592eae8546e29fa5672ad599d418",106,0,,,,,,
"0e102ce9336c4724a1e17db925d74f0d",105,0,,,,,,
"0e102ce9336c4724a1e17db925d74f0d",106,0,,,,,,
"0e102ce9336c4724a1e17db925d74f0d",107,0,,,,,,
"0e3cce40118845f3b1d19bf598b412c7",107,0,,,,,,
"0e3cce40118845f3b1d19bf598b412c7",105,0,,,,,,
"0e849b1e76e7470b972a4130b79ee9aa",108,0,,,,,,
"0eb4081fc0ce4fb587566bae32097f9f",103,5,2.5,0,,,,
"0effe952b7be4f59ad5382bc3643699f",107,2,1,0,,,,
"0f120ff4c01e4c2bacbc7c513fbb1d9f",106,0,,,,,,
"0f120ff4c01e4c2bacbc7c513fbb1d9f",107,5,1,0,,,,
"0f50e94a1c4846ed9fbbb1db8394476f",108,0,,,,,,
"0f50e94a1c4846ed9fbbb1db8394476f",107,0,,,,,,
"0f799e7ce9224d0aae0da65f6c9f0860",105,0,,,,,,
"0f799e7ce9224d0aae0da65f6c9f0860",107,0,,,,,,
"0f8f2b0cc7a84d8d8e21442c1828a004",107,0,,,,,,
"0f8f2b0cc7a84d8d8e21442c1828a004",106,0,,,,,,
"0f96f2f08b13450f8f8534815f565d6a",107,0,,,,,,
"0f96f2f08b13450f8f8534815f565d6a",105,0,,,,,,
"0f96f2f08b13450f8f8534815f565d6a",108,0,,,,,,
"0fce92d4977d4f40bbfd03850e836f41",105,0,,,,,,
"0fce92d4977d4f40bbfd03850e836f41",107,0,,,,,,
"0fce92d4977d4f40bbfd03850e836f41",106,0,,,,,,
"1007d8148aa340fb9a57a7acc47815d9",107,0,,,,,,
"1007d8148aa340fb9a57a7acc47815d9",106,0,,,,,,
"1007d8148aa340fb9a57a7acc47815d9",108,0,,,,,,
"100efbd880dd42ae8de85a4f51c76e1d",108,0,,,,,,
"100efbd880dd42ae8de85a4f51c76e1d",106,0,,,,,,
"106e62b69ccd4b5eb8be8453f362c3e4",106,0,,,,,,
"106e62b69ccd4b5eb8be8453f362c3e4",107,0,,,,,,
"1077485d26ad4ccf8204fd689b25af85",107,0,,,,,,
"1077485d26ad4ccf8204fd689b25af85",106,0,,,,,,
"1080d7ee40774255aaad103a1649b0d9",105,0,,,,,,
"1080d7ee40774255aaad103a1649b0d9",107,0,,,,,,
"10ab9a4c247440f59907df17fc6a4903",107,2,0.5,0,,,,
"10ab9a4c247440f59907df17fc6a4903",105,0,,,,,,
"10b41d09cfce4c09a5893c1ece7baf60",108,0,,,,,,
"10b41d09cfce4c09a5893c1ece7baf60",106,0,,,,,,
"10b41d09cfce4c09a5893c1ece7baf60",105,0,,,,,,
"10bc6b069d1043d7842d42e00e77e3b3",106,0,,,,,,
"10bc6b069d1043d7842d42e00e77e3b3",107,1,3,0,,,,
"10de89a4467f4695b9cbc4ff047645ad",107,0,,,,,,
"10de89a4467f4695b9cbc4ff047645ad",108,0,,,,,,
"10de89a4467f4695b9cbc4ff047645ad",105,0,,,,,,
"10f7273800934853a99514f2c9bf3580",107,0,,,,,,
"11071ed7d8a44327a0e7e3eb61f26633",107,3,3.5,0,,,,
"1112c2eca9fc455a9a63e4fa51e352ab",106,0,,,,,,
"1112c2eca9fc455a9a63e4fa51e352ab",107,3,1.6,0,,,,
"11374e7021354243a76d552aa08240f1",105,0,,,,,,
"11374e7021354243a76d552aa08240f1",107,0,,,,,,
"11374e7021354243a76d552aa08240f1",106,0,,,,,,
"114b358f60a641a59cb3be10f748e144",106,0,,,,,,
"114b358f60a641a59cb3be10f748e144",105,0,,,,,,
"114b358f60a641a59cb3be10f748e144",107,0,,,,,,
"115133c671c54c2b8da92613a289c8b8",106,0,,,,,,
"115133c671c54c2b8da92613a289c8b8",105,0,,,,,,
"115133c671c54c2b8da92613a289c8b8",108,0,,,,,,
"115133c671c54c2b8da92613a289c8b8",107,0,,,,,,
"1152a2d0a61840e29ec5ab12bcea2e2d",107,0,,,,,,
"1158beb5ce1a4af79f14684f8a1d1118",107,2,2,0,,,,
"1158beb5ce1a4af79f14684f8a1d1118",106,0,,,,,,
"1158beb5ce1a4af79f14684f8a1d1118",105,0,,,,,,
"11733cd5dcc74cc8a4fbf0a4175a48cb",107,0,,,,,,
"11733cd5dcc74cc8a4fbf0a4175a48cb",105,0,,,,,,
"11733cd5dcc74cc8a4fbf0a4175a48cb",106,0,,,,,,
"11849db1f29e4b0cb08e6eeda1fbfb30",106,0,,,,,,
"11849db1f29e4b0cb08e6eeda1fbfb30",107,0,,,,,,
"118ed11d7bd54ee7b214583d466c80bb",107,0,,,,,,
"11bfaed58e4c47f091ef5056dcaa2199",106,0,,,,,,
"1220b33997d548b8b3cecbd4ca1e3e2a",105,0,,,,,,
"1220b33997d548b8b3cecbd4ca1e3e2a",106,0,,,,,,
"127f15a55af74b54bab9b6bf6d995bdd",107,5,1.6,0,,,,
"129e90e0b1534943b07e61e5b50d632b",107,0,,,,,,
"129e90e0b1534943b07e61e5b50d632b",105,0,,,,,,
"12d9093756604f24b9255e1ba86dbd4f",107,0,,,,,,
"12f5ebcc6aa8416d9bae426583f43f89",107,0,,,,,,
"131d9d8b687841c6b70b01782950c1a2",108,0,,,,,,
"131d9d8b687841c6b70b01782950c1a2",106,0,,,,,,
"131d9d8b687841c6b70b01782950c1a2",107,0,,,,,,
"132b9b8ef3e846abb4dd11ffa45e55f0",105,0,,,,,,
"132b9b8ef3e846abb4dd11ffa45e55f0",106,0,,,,,,
"134dea57e9e541b1a86cf5a20e5e0e39",105,0,,,,,,
"1352711330774897bf79dee40417879c",106,0,,,,,,
"1352711330774897bf79dee40417879c",107,0,,,,,,
"139242bfd93d4d5481216a222524d04b",108,0,,,,,,
"139242bfd93d4d5481216a222524d04b",105,0,,,,,,
"139242bfd93d4d5481216a222524d04b",106,0,,,,,,
"139242bfd93d4d5481216a222524d04b",107,0,,,,,,
"13bbb610652645e3bde6239310be0af2",101,0,,,,,,
"13bbb610652645e3bde6239310be0af2",107,5,1,0,,,,
"13bbb610652645e3bde6239310be0af2",104,0,,,,,,
"13c0ac9e60234803a737099cd94a24c1",105,0,,,,,,
"13c0ac9e60234803a737099cd94a24c1",106,0,,,,,,
"13e99b34bc8249d7a5ad165092976057",108,0,,,,,,
"1410e723b01e4bf69e78d9ab6721cff6",108,0,,,,,,
"1410e723b01e4bf69e78d9ab6721cff6",107,0,,,,,,
"1410e723b01e4bf69e78d9ab6721cff6",106,0,,,,,,
"144b7e78b04746d4bf4b3a17e62eae1c",107,0,,,,,,
"144b7e78b04746d4bf4b3a17e62eae1c",106,0,,,,,,
"14e10f677117459db2b9b2895e7c722e",107,0,,,,,,
"150492bae7f649c09544dece19749fda",106,0,,,,,,
"150492bae7f649c09544dece19749fda",105,0,,,,,,
"153130f9590e4b59a237bbcd326d58ce",106,0,,,,,,
"153130f9590e4b59a237bbcd326d58ce",105,0,,,,,,
"15427620b2844715a0283e4a1a08f8b2",105,0,,,,,,
"15427620b2844715a0283e4a1a08f8b2",107,0,,,,,,
"154d7de01c32469fbf4aae1ad7feff51",108,0,,,,,,
"154d7de01c32469fbf4aae1ad7feff51",106,0,,,,,,
"154d7de01c32469fbf4aae1ad7feff51",107,0,,,,,,
"157a396573164b868b4082633fcfe851",107,0,,,,,,
"158d74a7b23c4793980a9fbb1e7d1495",106,0,,,,,,
"15fe3b6164aa476cb57d96fb94be4353",107,2,1.5,0,,,,
"165a1e8e700c4e6f9977913e11df0a97",107,0,,,,,,
"165a1e8e700c4e6f9977913e11df0a97",106,0,,,,,,
"165a1e8e700c4e6f9977913e11df0a97",105,0,,,,,,
"16821330e76d4edcb91f14caa98a742c",106,0,,,,,,
"16a01c5d7fbb4e27922ce41c63b9e54d",105,0,,,,,,
"16a65db8e5df4fe6b616fa82ff725250",107,3,1.25,0,,,,
"16b9068818d64231a1bbdba1fc52fdfb",108,0,,,,,,
"16caa101b05c4019b6297053ddc9eafe",106,0,,,,,,
"16caa101b05c4019b6297053ddc9eafe",105,0,,,,,,
"16caa101b05c4019b6297053ddc9eafe",107,0,,,,,,
"171286d2a1c3410db9dbdc17ac20ec52",105,0,,,,,,
"17233724877245b09fb85a552e6c44a7",105,0,,,,,,
"17233724877245b09fb85a552e6c44a7",107,0,,,,,,
"1729c4f5581e4aceb8f17d06fce15ed4",107,0,,,,,,
"175e0d6d699a42bb8f960c310b38ae2f",101,0,,,,,,
"175e7c6516be47beacb811ab86baffaa",107,5,1.5,0,,,,
"17a884c8ed9e4ea891be76efa97d08c6",101,0,,,,,,
"17a884c8ed9e4ea891be76efa97d08c6",107,0,,,,,,
"17b3a7f9a9bb48608d1561619d7ab66e",107,0,,,,,,
"17d493f37f5240f1ab444e863bf4a430",105,0,,,,,,
"17d493f37f5240f1ab444e863bf4a430",101,0,,,,,,
"17d493f37f5240f1ab444e863bf4a430",107,0,,,,,,
"17db6bf081a049a797045f58dca08f5a",106,0,,,,,,
"17db6bf081a049a797045f58dca08f5a",108,0,,,,,,
"17efd64876a946c4ac7ac548aa933c41",106,0,,,,,,
"17efd64876a946c4ac7ac548aa933c41",105,0,,,,,,
"17efd64876a946c4ac7ac548aa933c41",107,0,,,,,,
"18503ab4e314401a8ac5a5eb63ab4351",107,1,0.75,0,,,,
"188362933a9141d397ea8451677d4c14",107,4,1.5,0,,,,
"189536676ac046498cf5c5eb0e7c6468",108,0,,,,,,
"18999e7f64fc4843a27c7c089bafb852",105,0,,,,,,
"18999e7f64fc4843a27c7c089bafb852",106,0,,,,,,
"18999e7f64fc4843a27c7c089bafb852",107,1,1,0,,,,
"18ee43e9bf844ba180f87da8b3d47882",106,0,,,,,,
"191014f8dc824e02b771df097ede918b",106,0,,,,,,
"191014f8dc824e02b771df097ede918b",107,0,,,,,,
"191d75d796be49808dd3a85c7ebe8b7c",108,0,,,,,,
"191d75d796be49808dd3a85c7ebe8b7c",107,0,,,,,,
"191d75d796be49808dd3a85c7ebe8b7c",106,0,,,,,,
"191d75d796be49808dd3a85c7ebe8b7c",104,0,,,,,,
"191d75d796be49808dd3a85c7ebe8b7c",101,0,,,,,,
"1929687f2461441e8c309b794682d421",105,0,,,,,,
"193cf962b1a344c185c6cefba882b7d4",106,0,,,,,,
"193cf962b1a344c185c6cefba882b7d4",107,1,1.5,0,,,,
"193cf962b1a344c185c6cefba882b7d4",108,0,,,,,,
"193cf962b1a344c185c6cefba882b7d4",105,0,,,,,,
"19791a37650a40e3b6310d5ce84d57d2",105,0,,,,,,
"19bff18dc94b4c83a0f5fb0746fce3e9",108,0,,,,,,
"19e3862e9e4249d0b664dbc991572348",106,0,,,,,,
"1a01e7d9d0d74b5ab6f701c27ee0ff78",105,0,,,,,,
"1a01e7d9d0d74b5ab6f701c27ee0ff78",107,0,,,,,,
"1a01e7d9d0d74b5ab6f701c27ee0ff78",106,0,,,,,,
"1a1a6e6fcf724e5ca55581d79b4de34b",108,0,,,,,,
"1a4a64aab3314acc8fd17e8fe7edc072",106,0,,,,,,
"1a4ac0322d4c4cad97376ec4268cf20d",107,1,1.6,0,,,,
"1a4ac0322d4c4cad97376ec4268cf20d",108,0,,,,,,
"1a62404292aa4adeb445409eb5ee7a18",106,0,,,,,,
"1a62404292aa4adeb445409eb5ee7a18",105,0,,,,,,
"1a84383c92324677a36acd35ee170405",107,0,,,,,,
"1a84383c92324677a36acd35ee170405",105,0,,,,,,
"1af76d643b15430ba98ecdbc7e76f894",106,0,,,,,,
"1af76d643b15430ba98ecdbc7e76f894",107,0,,,,,,
"1af76d643b15430ba98ecdbc7e76f894",105,0,,,,,,
"1af78993dda447e9b94e6fd57d9f9759",106,0,,,,,,
"1af78993dda447e9b94e6fd57d9f9759",107,0,,,,,,
"1b3281db1d2047f88013a14f5df40e67",106,0,,,,,,
"1b3281db1d2047f88013a14f5df40e67",105,0,,,,,,
"1b3281db1d2047f88013a14f5df40e67",107,3,0.5,0,,,,
"1b3281db1d2047f88013a14f5df40e67",108,0,,,,,,
"1b53079ceaf94e0396763c32908ac53f",106,0,,,,,,
"1b53079ceaf94e0396763c32908ac53f",107,0,,,,,,
"1bb5cbd1e2e247dc961520e4bf821f00",107,0,,,,,,
"1bbe3e1e27a84b0cbfb525ee53dc07e4",108,0,,,,,,
"1bbe3e1e27a84b0cbfb525ee53dc07e4",106,0,,,,,,
"1bdbf2c002c341fdb27ba09e8608f4e7",107,0,,,,,,
"1c337f7b888a44fd836b267fa7edbc2f",106,0,,,,,,
"1c337f7b888a44fd836b267fa7edbc2f",107,2,1.5,0,,,,
"1c3b57aa045e44bca50b6599b2524740",106,0,,,,,,
"1c41b5d7c9f943f2aee30403e83b187d",107,0,,,,,,
"1c41b5d7c9f943f2aee30403e83b187d",108,0,,,,,,
"1c41b5d7c9f943f2aee30403e83b187d",106,0,,,,,,
